red_fighter,blue_fighter,snapshot_date,winner,age_diff,height_diff,reach_diff,experience_diff,wins_diff,losses_diff,win_rate_diff,win_streak_diff,lose_streak_diff,momentum_diff,ko_rate_diff,submission_rate_diff,decision_rate_diff,fight_time_diff,sig_strike_diff,takedown_diff,submission_attempt_diff
Cody Durden,Bruno Silva,2024-07-20,Blue,-2.0,-12.699999999999989,-17.78,-7.0,-2.0,-5.0,0.15799999999999997,0.0,-2.0,2.0,-0.657,-0.143,0.8,36.16999999999996,-0.9300000000000002,3.6699999999999995,0.8
Dooho Choi,Bill Algeo,2024-07-20,Red,-6.0,-7.6200000000000045,-7.619999999999976,-3.0,-2.0,-1.0,-0.05600000000000005,0.0,2.0,-2.0,0.467,-0.2,-0.6,-227.68999999999994,-5.88,-0.48,-0.1
JeongYeong Lee,Hyder Amil,2024-07-20,Blue,-5.0,2.5400000000000205,7.619999999999976,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,468.0,-3.4699999999999998,0.29000000000000004,-1.4
Brian Kelleher,Cody Gibson,2024-07-20,Blue,1.0,-10.160000000000025,-12.700000000000017,10.0,7.0,3.0,0.33299999999999996,0.0,-1.0,1.0,-0.75,0.25,0.375,-192.43999999999994,-0.6499999999999999,0.06999999999999984,0.29999999999999993
Miranda Maverick,Dione Barbosa,2024-07-20,Red,-5.0,-7.619999999999976,-2.539999999999992,9.0,5.0,4.0,-0.4,1.0,0.0,1.0,0.167,0.333,-0.5,-90.57000000000005,1.7399999999999998,0.7000000000000002,-1.9000000000000001
Loik Radzhabov,Trey Ogden,2024-07-20,Blue,-1.0,0.0,-7.6200000000000045,-1.0,0.0,-1.0,0.16700000000000004,0.0,0.0,0.0,0.5,0.0,-0.5,-231.66999999999996,-0.17999999999999972,2.6100000000000003,-0.8
Luana Carolina,Lucie Pudilova,2024-07-20,Red,1.0,-5.0800000000000125,5.079999999999984,-1.0,2.0,-3.0,0.292,2.0,-2.0,4.0,-0.133,0.0,0.133,-46.66999999999996,1.2099999999999995,-0.35999999999999993,0.0
Mohammed Usman,Thomas Petersen,2024-07-20,Blue,6.0,2.5400000000000205,12.699999999999989,3.0,3.0,0.0,0.75,0.0,0.0,0.0,0.333,0.0,0.667,-141.0,-0.9100000000000001,-1.8000000000000003,-0.4
Rose Namajunas,Tracy Cortez,2024-07-13,Red,2.0,0.0,0.0,10.0,5.0,5.0,-0.33299999999999996,-4.0,0.0,-4.0,0.2,0.3,-0.5,23.289999999999964,-0.020000000000000018,-0.5399999999999998,0.10000000000000003
Santiago Ponzinibbio,Muslim Salikhov,2024-07-13,Blue,-3.0,2.539999999999992,7.619999999999976,7.0,5.0,2.0,0.04700000000000004,0.0,-1.0,1.0,-0.044999999999999984,0.0,-0.044999999999999984,90.20000000000005,1.4200000000000004,-0.5300000000000001,0.0
Drew Dober,Jean Silva,2024-07-13,Blue,8.0,2.539999999999992,2.5400000000000205,20.0,11.0,9.0,-0.40900000000000003,-2.0,1.0,-3.0,-0.30800000000000005,0.077,0.231,172.10000000000002,-0.9800000000000004,-0.14,0.1
Gabriel Bonfim,Ange Loosa,2024-07-13,Red,-4.0,7.619999999999976,-5.0800000000000125,0.0,0.0,0.0,0.0,-2.0,1.0,-3.0,0.0,1.0,-1.0,-668.33,0.1800000000000006,0.5099999999999998,1.7
Julian Erosa,Christian Rodriguez,2024-07-13,Red,8.0,15.23999999999998,7.6200000000000045,9.0,3.0,6.0,-0.30000000000000004,-3.0,0.0,-3.0,0.143,0.179,-0.321,-250.48000000000002,2.53,0.6199999999999999,-0.30000000000000004
Joshua Van,Charles Johnson,2024-07-13,Blue,-11.0,-10.159999999999997,-12.700000000000017,-5.0,-1.0,-4.0,0.5,1.0,0.0,1.0,0.08300000000000002,0.0,-0.08299999999999996,-31.289999999999964,3.780000000000001,0.6399999999999999,-0.4
Jasmine Jasudavicius,Fatima Kline,2024-07-13,Red,10.0,2.5400000000000205,2.539999999999992,6.0,4.0,2.0,0.667,1.0,0.0,1.0,0.0,0.25,0.75,893.5,3.79,2.39,0.5
Montel Jackson,Da'Mon Blackshear,2024-07-13,Red,1.0,0.0,7.6200000000000045,5.0,5.0,0.0,0.278,4.0,-1.0,5.0,-0.21400000000000002,-0.357,0.571,75.0,-0.8900000000000001,1.08,-0.5
Luana Santos,Mariya Agapova,2024-07-13,Red,-2.0,0.0,-2.539999999999992,-3.0,0.0,-3.0,0.6,2.0,-2.0,4.0,0.5,-1.0,0.5,120.25,-0.14999999999999947,1.07,0.3999999999999999
Josh Fremd,Andre Petroski,2024-07-13,Blue,-3.0,10.159999999999997,7.6200000000000045,-2.0,-3.0,1.0,-0.31399999999999995,0.0,-1.0,1.0,-0.2,0.09999999999999998,0.09999999999999998,77.02999999999997,-0.48,-3.41,-0.8999999999999999
Evan Elder,Darrius Flowers,2024-07-13,Red,-3.0,2.5400000000000205,2.539999999999992,1.0,1.0,0.0,0.333,1.0,-2.0,3.0,0.0,0.0,1.0,134.16999999999996,1.9499999999999997,-0.35,0.6
Alex Pereira,Jiri Prochazka,2024-06-29,Red,5.0,2.539999999999992,-2.539999999999992,3.0,3.0,0.0,0.07499999999999996,2.0,0.0,2.0,-0.03600000000000003,-0.25,0.286,-104.25,-0.14999999999999947,-0.5499999999999999,0.09999999999999998
Dan Ige,Diego Lopes,2024-06-29,Blue,3.0,-10.159999999999997,-2.539999999999992,12.0,7.0,5.0,-0.125,-2.0,0.0,-2.0,-0.267,-0.233,0.5,501.95000000000005,0.45999999999999996,0.6599999999999999,-3.4000000000000004
Anthony Smith,Roman Dolidze,2024-06-29,Blue,0.0,5.079999999999984,0.0,13.0,7.0,6.0,-0.07600000000000007,1.0,-2.0,3.0,-0.20500000000000002,0.385,-0.256,25.460000000000036,0.11000000000000032,-0.8,-0.5000000000000001
Mayra Bueno Silva,Macy Chiasson,2024-06-29,Blue,0.0,-12.700000000000017,-15.240000000000009,-2.0,-2.0,0.0,-0.07499999999999996,-1.0,1.0,-2.0,-0.286,0.514,-0.22899999999999998,165.1500000000001,0.23999999999999977,-1.73,1.1
Ian Machado Garry,Michael Page,2024-06-29,Red,-10.0,0.0,-12.699999999999989,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.5,0.0,-0.5,-190.25,3.12,0.33,0.3
Joe Pyfer,Marc-Andre Barriault,2024-06-29,Red,-6.0,2.5400000000000205,2.539999999999992,-8.0,-3.0,-5.0,0.25,0.0,0.0,0.0,0.16700000000000004,0.166,-0.333,-36.47000000000003,-2.4,1.24,0.8
Cub Swanson,Andre Fili,2024-06-29,Blue,6.0,-7.6200000000000045,-10.159999999999997,2.0,3.0,-1.0,0.08499999999999996,1.0,-1.0,2.0,0.065,0.0,-0.06500000000000006,152.19999999999993,0.79,-1.1099999999999999,0.2
Charles Jourdain,Jean Silva,2024-06-29,Blue,1.0,5.079999999999984,0.0,11.0,5.0,6.0,-0.5,-1.0,1.0,-2.0,-0.667,0.333,0.333,474.54999999999995,0.11000000000000032,-0.4600000000000001,0.5
Payton Talbott,Yanis Ghemmouri,2024-06-29,Red,-3.0,2.5400000000000205,2.5400000000000205,1.0,2.0,-1.0,1.0,2.0,-1.0,3.0,0.5,0.5,0.0,-250.5,6.090000000000001,0.0,0.5
Michelle Waterson-Gomez,Gillian Robertson,2024-06-29,Blue,9.0,-5.079999999999984,-2.5400000000000205,-13.0,-10.0,-3.0,-0.625,-1.0,3.0,-4.0,-0.2,-0.7,-0.1,85.14999999999998,0.5899999999999999,-1.09,-0.5000000000000001
Andrei Arlovski,Martin Buday,2024-06-29,Blue,12.0,-2.539999999999992,0.0,21.0,9.0,12.0,-0.30000000000000004,0.0,2.0,-2.0,0.154,-0.25,0.09599999999999997,30.610000000000014,-1.02,0.16,0.0
Rei Tsuruya,Carlos Hernandez,2024-06-29,Red,-8.0,-5.0800000000000125,2.539999999999992,-4.0,-2.0,-2.0,-0.5,0.0,-1.0,1.0,0.0,0.0,-1.0,-587.5,-4.11,-1.08,-0.2
Ricky Simon,Vinicius Oliveira,2024-06-29,Blue,3.0,-7.6200000000000045,-2.5400000000000205,11.0,7.0,4.0,-0.33299999999999996,-1.0,2.0,-3.0,-0.75,0.25,0.5,-115.20000000000005,-2.88,3.8200000000000003,0.3
Robert Whittaker,Ikram Aliskerov,2024-06-22,Red,3.0,0.0,-7.6200000000000045,19.0,14.0,5.0,-0.238,-1.0,0.0,-1.0,-0.688,0.0,0.625,676.06,-2.45,-1.02,-1.8
Sergei Pavlovich,Alexander Volkov,2024-06-22,Blue,-3.0,-10.159999999999997,10.160000000000025,-6.0,-4.0,-2.0,0.03600000000000003,-3.0,1.0,-4.0,0.4,-0.1,-0.2,-645.44,0.7300000000000004,-0.45,-0.2
Kelvin Gastelum,Daniel Rodriguez,2024-06-22,Red,-4.0,-10.159999999999997,-7.6200000000000045,11.0,5.0,6.0,-0.129,0.0,-1.0,1.0,-0.035999999999999976,0.02400000000000002,-0.07099999999999995,163.96000000000004,-3.6799999999999997,0.55,0.0
Shara Magomedov,Antonio Trocoli,2024-06-22,Red,-4.0,-7.6200000000000045,-17.78,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,900.0,6.88,0.0,0.0
Johnny Walker,Volkan Oezdemir,2024-06-22,Blue,-2.0,10.159999999999997,17.78,-1.0,0.0,-1.0,0.04499999999999993,-1.0,1.0,-2.0,0.285,0.0,-0.28600000000000003,-185.58000000000004,-0.9199999999999999,-0.11000000000000004,0.8
Nasrat Haqparast,Jared Gordon,2024-06-22,Red,-7.0,2.5400000000000205,10.159999999999997,-1.0,0.0,-1.0,0.052000000000000046,2.0,0.0,2.0,0.0,0.0,-0.125,9.330000000000041,0.40000000000000036,-1.5,0.0
Muhammad Naimov,Felipe Lima,2024-06-22,Blue,3.0,7.6200000000000045,5.0800000000000125,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.667,0.0,0.333,474.33,3.18,1.8,0.0
Rinat Fakhretdinov,Nicolas Dalby,2024-06-22,Red,-7.0,2.539999999999992,0.0,-8.0,-4.0,-4.0,0.364,-1.0,0.0,-1.0,-0.143,0.333,-0.18999999999999995,-175.76999999999998,0.11000000000000032,3.42,0.1
Kyung Ho Kang,Muin Gafurov,2024-06-22,Blue,9.0,5.079999999999984,12.699999999999989,10.0,8.0,2.0,0.667,0.0,-1.0,1.0,0.0,0.5,0.5,239.33000000000004,0.10000000000000009,0.020000000000000018,0.8
Magomed Gadzhiyasulov,Brendson Ribeiro,2024-06-22,Red,3.0,-2.539999999999992,-15.240000000000009,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-101.0,-3.08,-2.2,-0.7
Xiao Long,ChangHo Lee,2024-06-22,Blue,-4.0,0.0,2.5400000000000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Perez,Tatsuro Taira,2024-06-15,Blue,9.0,-2.5400000000000205,-12.700000000000017,6.0,2.0,4.0,-0.364,-4.0,0.0,-4.0,0.22899999999999998,-0.11400000000000005,-0.11400000000000005,-142.29999999999995,0.6300000000000003,-0.31000000000000005,-1.3
Douglas Silva de Andrade,Miles Johns,2024-06-15,Blue,8.0,0.0,5.0800000000000125,5.0,2.0,3.0,-0.131,-1.0,0.0,-1.0,-0.11400000000000005,0.143,-0.029000000000000026,-22.470000000000027,0.26000000000000023,-0.47,0.2
Timmy Cuamba,Lucas Almeida,2024-06-15,Blue,-7.0,-5.0800000000000125,0.0,-2.0,-1.0,-1.0,-0.333,0.0,-1.0,1.0,-1.0,0.0,0.0,475.0,-1.9400000000000004,1.0,0.0
Brady Hiestand,Garrett Armfield,2024-06-15,Red,-4.0,5.0800000000000125,2.539999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.33000000000004,-2.8899999999999997,4.8,0.7000000000000001
Asu Almabayev,Jose Johnson,2024-06-15,Red,2.0,-20.319999999999993,-15.240000000000009,0.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.0,-0.5,0.5,137.5,0.13999999999999968,5.97,1.7
Josh Quinlan,Adam Fugitt,2024-06-15,Blue,-3.0,-2.539999999999992,-12.700000000000017,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,132.0,-1.15,-1.7,0.0
Jimmy Flick,Nate Maness,2024-06-15,Blue,1.0,-7.6200000000000045,-10.159999999999997,-2.0,-2.0,0.0,-0.16700000000000004,0.0,0.0,0.0,-0.5,0.75,-0.25,-190.53000000000003,-1.2000000000000002,0.87,3.5999999999999996
Carli Judice,Gabriella Fernandes,2024-06-15,Blue,-4.0,2.5400000000000205,5.0800000000000125,-2.0,0.0,-2.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,-900.0,-3.73,-0.67,0.0
Jeka Saragih,Westin Wilson,2024-06-15,Blue,-6.0,-12.699999999999989,-10.159999999999997,0.0,1.0,-1.0,0.5,1.0,-2.0,3.0,1.0,0.0,0.0,94.5,1.05,0.53,-7.800000000000001
Melquizael Costa,Shayilan Nuerdanbieke,2024-06-15,Red,-1.0,5.0800000000000125,5.0800000000000125,-2.0,-2.0,0.0,-0.26699999999999996,0.0,0.0,0.0,-0.333,0.0,0.33299999999999996,51.25,1.51,-0.7999999999999998,0.9000000000000001
Josefine Knutsson,Julia Polastri,2024-06-15,Red,1.0,2.5400000000000205,-7.6200000000000045,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,900.0,4.87,2.0,0.0
Jared Cannonier,Nassourdine Imavov,2024-06-08,Blue,11.0,-10.159999999999997,5.0800000000000125,9.0,5.0,4.0,-0.08899999999999997,1.0,0.0,1.0,0.19999999999999996,0.0,-0.19999999999999996,-231.80000000000007,-0.08999999999999986,-0.56,-1.3
Dominick Reyes,Dustin Jacoby,2024-06-08,Red,-3.0,2.539999999999992,2.5400000000000205,-3.0,-2.0,-1.0,-0.026999999999999913,0.0,3.0,-3.0,-0.17099999999999993,0.2,-0.02899999999999997,-98.84000000000003,-0.6299999999999999,-0.010000000000000009,0.3
Raul Rosas Jr.,Ricky Turcios,2024-06-08,Red,-11.0,0.0,-10.159999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-1.0,-527.3299999999999,-3.51,3.4999999999999996,1.3
Brunno Ferreira,Dustin Stoltzfus,2024-06-08,Red,-1.0,-5.079999999999984,-7.6200000000000045,-3.0,0.0,-3.0,0.334,0.0,0.0,0.0,1.0,-0.5,-0.5,-383.87,1.4800000000000004,-1.56,-1.0
Julian Marquez,Zachary Reese,2024-06-08,Blue,3.0,-5.079999999999984,-12.700000000000017,5.0,3.0,2.0,0.5,0.0,1.0,-1.0,0.0,1.0,0.0,419.0,-0.20999999999999996,-4.08,0.10000000000000009
Miguel Baeza,Punahele Soriano,2024-06-08,Blue,-2.0,7.6200000000000045,5.0800000000000125,-1.0,0.0,-1.0,0.07100000000000001,0.0,1.0,-1.0,-0.33299999999999996,0.333,0.0,-40.129999999999995,-0.7999999999999998,-1.12,2.0
Thiago Moises,Ludovit Klein,2024-06-08,Blue,-1.0,5.079999999999984,-5.079999999999984,5.0,2.0,3.0,-0.131,-3.0,0.0,-3.0,-0.257,0.429,-0.17099999999999999,-124.30000000000007,-1.54,-0.18999999999999995,1.3
Charles Radtke,Carlos Prates,2024-06-08,Blue,3.0,-10.159999999999997,-15.240000000000009,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.5,0.0,0.5,50.5,-0.8699999999999997,0.61,0.0
Brad Katona,Jesse Butler,2024-06-08,Red,1.0,-10.160000000000025,-22.859999999999985,5.0,3.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,877.0,2.6700000000000004,1.71,0.0
Andrea Lee,Montana De La Rosa,2024-06-08,Blue,7.0,-2.5400000000000205,2.539999999999992,2.0,0.0,2.0,-0.08300000000000002,0.0,1.0,-1.0,0.0,-0.39999999999999997,0.39999999999999997,194.89,1.81,-0.15000000000000013,-0.20000000000000007
John Castaneda,Daniel Marcos,2024-06-08,Blue,1.0,-2.5400000000000205,5.0800000000000125,4.0,2.0,2.0,-0.33299999999999996,0.0,0.0,0.0,-0.25,0.25,0.0,124.20000000000005,-1.2700000000000005,1.54,0.1
Eduarda Moura,Denise Gomes,2024-06-08,Blue,6.0,10.159999999999997,7.619999999999976,-3.0,-1.0,-2.0,0.5,1.0,-1.0,2.0,0.0,0.0,0.0,-136.5,-1.3900000000000006,4.2700000000000005,-0.30000000000000004
Cody Stamann,Taylor Lapilus,2024-06-08,Blue,2.0,0.0,-22.859999999999985,6.0,3.0,3.0,-0.08400000000000007,0.0,0.0,0.0,0.143,0.0,0.10699999999999998,-188.36,0.019999999999999574,1.9100000000000001,-0.3
Rayanne dos Santos,Puja Tomar,2024-06-08,Blue,-2.0,-5.0800000000000125,7.619999999999976,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,900.0,4.36,0.33,0.0
Islam Makhachev,Dustin Poirier,2024-06-01,Red,-4.0,2.5400000000000205,-5.079999999999984,-14.0,-8.0,-6.0,0.17400000000000004,12.0,0.0,12.0,-0.28600000000000003,0.247,0.03899999999999998,-30.42999999999995,-2.65,1.95,-0.19999999999999996
Sean Strickland,Paulo Costa,2024-06-01,Red,0.0,0.0,10.159999999999997,12.0,9.0,3.0,0.04699999999999993,0.0,0.0,0.0,-0.4,0.0,0.334,296.32000000000005,-0.20999999999999996,0.42000000000000004,0.2
Kevin Holland,Michal Oleksiejczuk,2024-06-01,Red,2.0,7.6200000000000045,17.78,8.0,5.0,3.0,0.017000000000000015,0.0,1.0,-1.0,-0.524,0.333,0.10700000000000001,355.56,-0.8300000000000001,-0.2400000000000001,0.6
Niko Price,Alex Morono,2024-06-01,Red,0.0,2.539999999999992,10.159999999999997,-5.0,-6.0,1.0,-0.18400000000000005,-1.0,2.0,-3.0,0.4169999999999999,0.13199999999999998,-0.472,-308.21000000000004,0.6900000000000004,0.7899999999999999,0.19999999999999996
Randy Brown,Elizeu Zaleski dos Santos,2024-06-01,Red,-3.0,10.159999999999997,12.700000000000017,6.0,3.0,3.0,-0.11199999999999999,0.0,0.0,0.0,-0.08300000000000002,0.139,-0.05600000000000005,-74.74000000000001,0.08000000000000007,0.010000000000000009,0.09999999999999998
Cesar Almeida,Roman Kopylov,2024-06-01,Blue,4.0,2.539999999999992,-2.539999999999992,-6.0,-3.0,-3.0,0.42900000000000005,1.0,-1.0,2.0,0.0,0.0,0.0,-185.42999999999995,-0.08000000000000007,-1.2,0.0
Jailton Almeida,Alexandr Romanov,2024-06-01,Red,0.0,2.539999999999992,10.159999999999997,-1.0,0.0,-1.0,0.10699999999999998,-1.0,1.0,-2.0,0.166,0.0,-0.166,-65.13999999999999,-1.48,2.6799999999999997,1.8
Grant Dawson,Joe Solecki,2024-06-01,Red,-1.0,2.5400000000000205,5.079999999999984,2.0,3.0,-1.0,0.17500000000000004,0.0,0.0,0.0,0.125,0.09999999999999998,-0.22499999999999998,-34.950000000000045,1.0,1.38,-0.09999999999999987
Phil Rowe,Jake Matthews,2024-06-01,Blue,3.0,10.159999999999997,17.78,-15.0,-9.0,-6.0,0.118,0.0,0.0,0.0,0.833,-0.417,-0.333,27.0,0.27,-0.8600000000000001,-0.3
Mickey Gall,Bassil Hafez,2024-06-01,Blue,-1.0,7.6200000000000045,5.0800000000000125,10.0,6.0,4.0,0.545,0.0,1.0,-1.0,0.0,0.833,0.167,-427.36,-0.9000000000000004,-1.82,1.6
Ailin Perez,Joselyne Edwards,2024-06-01,Red,2.0,-7.6200000000000045,-10.160000000000025,-3.0,-2.0,-1.0,0.0,2.0,-1.0,3.0,0.0,0.0,0.0,-102.0,-1.4399999999999995,4.3100000000000005,-0.4
Mitch Raposo,Andre Lima,2024-06-01,Blue,0.0,-5.0800000000000125,-7.6200000000000045,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-472.0,-3.75,-0.79,-0.8
Edson Barboza,Lerone Murphy,2024-05-18,Blue,5.0,5.0800000000000125,5.0800000000000125,24.0,13.0,11.0,-0.379,-3.0,0.0,-3.0,0.09999999999999998,0.0,-0.09999999999999998,105.92999999999995,-0.8999999999999995,-1.1400000000000001,-0.5
Khaos Williams,Carlston Harris,2024-05-18,Red,-7.0,0.0,2.5400000000000205,1.0,0.0,1.0,-0.133,-1.0,0.0,-1.0,0.25,-0.5,0.25,336.0,2.6299999999999994,-1.97,-0.8
Themba Gorimbo,Ramiz Brahimaj,2024-05-18,Red,4.0,7.619999999999976,12.700000000000017,-1.0,0.0,-1.0,0.16700000000000004,1.0,0.0,1.0,0.5,-1.0,0.5,51.329999999999984,0.7899999999999998,2.4299999999999997,-1.6
Adrian Yanez,Vinicius Salvador,2024-05-18,Red,2.0,0.0,0.0,5.0,5.0,0.0,0.714,0.0,0.0,0.0,0.8,0.0,0.2,-463.4,1.0299999999999994,-0.36,0.0
Luana Pinheiro,Angela Hill,2024-05-18,Blue,-7.0,-2.5400000000000205,-5.0800000000000125,-20.0,-8.0,-12.0,0.292,-1.0,1.0,-2.0,-0.182,0.0,-0.05999999999999994,42.01999999999998,-1.8900000000000001,1.4800000000000002,0.1
Victor Martinez,Tom Nolan,2024-05-18,Blue,8.0,-17.78,-7.619999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.2600000000000007,0.7,-0.7
Oumar Sy,Tuco Tokkos,2024-05-18,Red,-5.0,0.0,17.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamires Vidal,Melissa Gatto,2024-05-18,Blue,-2.0,2.539999999999992,-2.539999999999992,-2.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-218.25,-0.5799999999999996,-1.47,0.5
Abus Magomedov,Warlley Alves,2024-05-18,Red,1.0,7.6200000000000045,15.240000000000009,-12.0,-7.0,-5.0,-0.2,0.0,-1.0,1.0,0.625,-0.375,-0.25,-114.28999999999996,-0.16000000000000014,1.43,-0.8
Piera Rodriguez,Ariane Carnelossi,2024-05-18,Blue,1.0,2.5400000000000205,5.0800000000000125,-1.0,0.0,-1.0,0.16700000000000004,0.0,0.0,0.0,-0.5,-0.5,1.0,-10.669999999999959,0.77,1.7399999999999998,-0.3
Alatengheili,Kleydson Rodrigues,2024-05-18,Red,4.0,0.0,-2.5400000000000205,0.0,1.0,-1.0,0.334,0.0,0.0,0.0,-0.5,0.0,0.5,210.99999999999994,-1.94,1.3900000000000001,-0.6
Vanessa Demopoulos,Emily Ducote,2024-05-18,Red,6.0,0.0,-10.159999999999997,2.0,2.0,0.0,0.16700000000000004,0.0,0.0,0.0,0.0,0.25,-0.25,-125.83000000000004,-3.47,0.21999999999999997,0.6
Derrick Lewis,Rodrigo Nascimento,2024-05-11,Red,8.0,2.539999999999992,-2.539999999999992,22.0,13.0,9.0,-0.18999999999999995,-4.0,1.0,-5.0,0.522,-0.2,-0.378,-143.02999999999997,-1.5699999999999998,-0.66,-0.6
Joaquin Buckley,Nursulton Ruziboev,2024-05-11,Red,-1.0,-17.78,0.0,10.0,6.0,4.0,-0.33299999999999996,1.0,0.0,1.0,-0.25,0.0,0.25,558.38,1.75,0.9199999999999999,0.0
Alonzo Menifield,Carlos Ulberg,2024-05-11,Blue,4.0,-10.159999999999997,-2.5400000000000205,5.0,3.0,2.0,-0.10599999999999998,-1.0,0.0,-1.0,-0.09999999999999998,0.04999999999999999,0.04999999999999999,91.93000000000006,-3.64,-0.31999999999999995,-0.09999999999999998
Diego Ferreira,Mateusz Rebecki,2024-05-11,Red,7.0,5.079999999999984,20.32000000000002,11.0,6.0,5.0,-0.357,-2.0,0.0,-2.0,0.11099999999999999,-0.11100000000000002,0.0,-6.419999999999959,0.34999999999999964,-3.16,-0.4
Alex Caceres,Sean Woodson,2024-05-11,Blue,4.0,-10.159999999999997,-12.700000000000017,22.0,11.0,11.0,-0.262,-4.0,1.0,-5.0,-0.07500000000000001,0.25,-0.17500000000000004,-70.63,-1.37,-0.12,0.29999999999999993
Waldo Cortes-Acosta,Robelis Despaigne,2024-05-11,Red,-3.0,-7.6200000000000045,-15.240000000000009,4.0,3.0,1.0,-0.19999999999999996,1.0,0.0,1.0,-0.75,0.0,0.75,738.2,3.4799999999999995,0.55,0.2
Chase Hooper,Viacheslav Borshchev,2024-05-11,Red,-7.0,5.079999999999984,12.700000000000017,4.0,3.0,1.0,0.125,1.0,0.0,1.0,-0.6,0.4,0.2,-46.139999999999986,-0.3200000000000003,1.45,2.3
Terrance McKinney,Esteban Ribovics,2024-05-11,Blue,2.0,0.0,10.159999999999997,6.0,4.0,2.0,0.125,1.0,0.0,1.0,0.6,0.4,-1.0,-727.38,-1.67,2.52,0.5
Tabatha Ricci,Tecia Pennington,2024-05-11,Red,-6.0,0.0,2.539999999999992,6.0,4.0,2.0,0.667,0.0,1.0,-1.0,0.0,0.25,0.75,752.33,4.63,2.99,0.1
Billy Ray Goff,Trey Waters,2024-05-11,Blue,-3.0,-17.78,-12.700000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-671.0,2.130000000000001,1.5699999999999998,-0.9
Charles Johnson,Jake Hadley,2024-05-11,Red,6.0,5.079999999999984,0.0,3.0,1.0,2.0,-0.07100000000000001,1.0,-1.0,2.0,-0.16699999999999998,-0.5,0.667,230.42999999999995,1.0700000000000003,0.18,-0.8999999999999999
JJ Aldrich,Veronica Hardy,2024-05-11,Blue,3.0,2.539999999999992,7.6200000000000045,12.0,7.0,5.0,-0.357,0.0,0.0,0.0,0.111,0.0,-0.22199999999999998,-97.66999999999996,0.75,-0.42000000000000004,-0.3
Alexandre Pantoja,Steve Erceg,2024-05-04,Red,5.0,-7.6200000000000045,-2.539999999999992,11.0,8.0,3.0,-0.21399999999999997,2.0,0.0,2.0,-0.15100000000000002,0.273,-0.21200000000000002,56.58000000000004,0.040000000000000036,1.45,0.30000000000000004
Jose Aldo,Jonathan Martinez,2024-05-04,Red,6.0,-2.539999999999992,0.0,7.0,3.0,4.0,-0.119,-6.0,1.0,-7.0,-0.09200000000000003,0.0,0.09199999999999997,209.99,-0.9100000000000001,0.10000000000000003,0.0
Anthony Smith,Vitor Petrino,2024-05-04,Red,9.0,5.079999999999984,-2.5400000000000205,17.0,8.0,9.0,-0.42900000000000005,-4.0,1.0,-5.0,0.25,0.08300000000000002,-0.417,-59.08000000000004,0.4200000000000004,-3.52,-0.20000000000000007
Michel Pereira,Ihor Potieria,2024-05-04,Red,3.0,-5.0800000000000125,-5.0800000000000125,5.0,6.0,-1.0,0.4,6.0,0.0,6.0,-0.25,0.25,0.0,109.07999999999998,0.03000000000000025,1.53,0.8
Paul Craig,Caio Borralho,2024-05-04,Blue,5.0,5.0800000000000125,2.539999999999992,11.0,4.0,7.0,-0.43799999999999994,-5.0,1.0,-6.0,0.333,0.467,-0.8,-351.07,-1.1599999999999997,0.11999999999999988,1.1
Jack Shore,Joanderson Brito,2024-05-04,Blue,0.0,0.0,-2.539999999999992,2.0,2.0,0.0,0.05699999999999994,-3.0,0.0,-3.0,-0.5,0.0,0.5,328.3,0.3999999999999999,-0.009999999999999787,0.09999999999999998
Karolina Kowalkiewicz,Iasmin Lucindo,2024-05-04,Blue,16.0,0.0,-5.079999999999984,13.0,7.0,6.0,-0.10499999999999998,2.0,0.0,2.0,0.0,-0.389,0.278,-8.710000000000036,1.7599999999999998,-1.89,-0.09999999999999998
