red_fighter,blue_fighter,snapshot_date,winner,age_diff,height_diff,reach_diff,experience_diff,wins_diff,losses_diff,win_rate_diff,win_streak_diff,lose_streak_diff,momentum_diff,ko_rate_diff,submission_rate_diff,decision_rate_diff,fight_time_diff,sig_strike_diff,takedown_diff,submission_attempt_diff
Carlton Minus,Matthew Semelsberger,2020-08-22,Blue,0.0,-7.619999999999976,2.5400000000000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timur Valiev,Trevin Jones,2020-08-22,Blue,0.0,-2.5400000000000205,-7.6200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stipe Miocic,Daniel Cormier,2020-08-15,Red,-4.0,12.699999999999989,20.319999999999993,3.0,2.0,1.0,-0.03399999999999992,1.0,-1.0,2.0,0.41899999999999993,-0.364,-0.055999999999999994,-143.04000000000008,0.7000000000000002,0.2500000000000002,-0.5
Sean O'Malley,Marlon Vera,2020-08-15,Blue,-2.0,7.6200000000000045,5.079999999999984,-10.0,-5.0,-5.0,0.357,4.0,-1.0,5.0,0.055999999999999994,-0.444,0.5,-127.46000000000004,3.17,0.36,-0.10000000000000009
Junior Dos Santos,Jairzinho Rozenstruik,2020-08-15,Blue,4.0,0.0,-2.539999999999992,12.0,7.0,5.0,-0.15300000000000002,0.0,1.0,-1.0,-0.45499999999999996,0.0,0.455,374.75,-3.72,0.33,0.1
John Dodson,Merab Dvalishvili,2020-08-15,Blue,6.0,-7.619999999999976,-5.0800000000000125,10.0,6.0,4.0,-0.04200000000000004,-3.0,0.0,-3.0,0.6,0.0,-0.6,-87.80999999999995,-0.56,-7.0,0.0
Jim Miller,Vinc Pichel,2020-08-15,Blue,0.0,-5.0800000000000125,-2.539999999999992,21.0,11.0,10.0,-0.14300000000000002,0.0,0.0,0.0,-0.07500000000000001,0.5,-0.42500000000000004,-88.57000000000005,-0.45999999999999996,-2.31,1.5
Ashley Yoder,Livinha Souza,2020-08-15,Blue,4.0,10.159999999999997,15.23999999999998,3.0,0.0,3.0,-0.334,0.0,0.0,0.0,0.0,-0.5,0.5,273.0,1.31,-2.02,-1.4
Felice Herrig,Virna Jandiroba,2020-08-15,Blue,3.0,2.539999999999992,2.539999999999992,6.0,5.0,1.0,0.625,0.0,0.0,0.0,0.0,0.4,0.6,112.5,45.4286,-2.0,0.8571
Herbert Burns,Daniel Pineda,2020-08-15,Blue,4.0,5.079999999999984,10.159999999999997,-5.0,-1.0,-4.0,0.571,2.0,-2.0,4.0,0.5,-0.5,0.0,-243.17000000000002,-19.3567,2.2133,5.1333
TJ Brown,Danny Chavez,2020-08-15,Blue,-4.0,2.539999999999992,10.159999999999997,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,518.0,3.31,5.78,1.2
Chris Daukaus,Parker Porter,2020-08-15,Red,0.0,15.960000000000008,15.960000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Lewis,Aleksei Oleinik,2020-08-08,Red,-7.0,2.539999999999992,-2.539999999999992,7.0,6.0,1.0,0.06999999999999995,0.0,0.0,0.0,0.589,-0.75,0.16099999999999998,221.72000000000003,-0.4500000000000002,-2.4899999999999998,-2.8
Omari Akhmedov,Chris Weidman,2020-08-08,Blue,-3.0,-5.0800000000000125,-12.700000000000017,-4.0,-2.0,-2.0,0.05999999999999994,5.0,-2.0,7.0,-0.15000000000000002,-0.3,0.45,104.20000000000005,-3.14,-1.3699999999999997,-0.77
Maki Pitolo,Darren Stewart,2020-08-08,Blue,1.0,-5.079999999999984,2.539999999999992,-6.0,-3.0,-3.0,0.0,-1.0,0.0,-1.0,0.5,0.0,-0.5,-5.8799999999999955,2.48,-1.38,0.9
Yana Kunitskaya,Julija Stoliarenko,2020-08-08,Red,5.0,-2.5400000000000205,6.350000000000023,3.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,-89.0,0.0,3.14,0.45
Beneil Dariush,Scott Holtzman,2020-08-08,Red,-6.0,2.5400000000000205,7.6200000000000045,6.0,5.0,1.0,0.050000000000000044,2.0,0.0,2.0,-0.11899999999999997,0.274,-0.15399999999999997,-342.14000000000004,-0.41000000000000014,-0.6000000000000001,0.7
Tim Means,Laureano Staropoli,2020-08-08,Red,9.0,2.5400000000000205,10.159999999999997,17.0,9.0,8.0,-0.11699999999999999,0.0,0.0,0.0,0.455,0.182,-0.636,-314.70000000000005,0.5800000000000001,0.54,0.2
Kevin Holland,Joaquin Buckley,2020-08-08,Red,1.0,12.699999999999989,20.32000000000002,6.0,4.0,2.0,0.667,1.0,0.0,1.0,0.25,0.25,0.5,683.67,4.29,1.26,1.1
Nasrat Haqparast,Alex Munoz,2020-08-08,Red,-6.0,2.5400000000000205,7.6200000000000045,5.0,3.0,2.0,0.6,0.0,1.0,-1.0,0.333,0.0,0.667,621.2,0.0,0.3,0.0
Andrew Sanchez,Wellington Turman,2020-08-08,Red,8.0,2.539999999999992,5.0800000000000125,5.0,3.0,2.0,0.07099999999999995,-1.0,1.0,-2.0,0.0,0.0,0.0,-44.289999999999964,4.49,-0.75,-1.0
Gavin Tucker,Justin Jaynes,2020-08-08,Red,3.0,-2.5400000000000205,-2.5400000000000205,2.0,1.0,1.0,-0.33299999999999996,0.0,0.0,0.0,-1.0,0.0,0.5,859.0,2.66,2.08,1.0
Youssef Zalal,Peter Barrett,2020-08-08,Red,-10.0,0.0,-2.539999999999992,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,900.0,2.07,6.0,2.0
Irwin Rivera,Ali Qaisi,2020-08-08,Red,2.0,-5.0800000000000125,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,900.0,2.27,0.0,0.0
Derek Brunson,Edmen Shahbazyan,2020-08-01,Red,14.0,-2.5400000000000205,7.6200000000000045,12.0,7.0,5.0,-0.31200000000000006,-2.0,0.0,-2.0,0.04500000000000004,-0.159,0.11399999999999999,134.44,3.39,-3.9699999999999998,-0.30000000000000004
Joanne Calderwood,Jennifer Maia,2020-08-01,Blue,2.0,5.079999999999984,2.539999999999992,6.0,4.0,2.0,0.09999999999999998,1.0,-1.0,2.0,0.167,0.167,-0.5,-241.22000000000003,6.19,1.6,0.5
Vicente Luque,Randy Brown,2020-08-01,Red,1.0,-10.159999999999997,-7.6200000000000045,4.0,4.0,0.0,0.10199999999999998,-1.0,0.0,-1.0,0.36699999999999994,-0.133,-0.333,-135.07999999999998,5.18,-0.13,0.4
Lando Vannata,Bobby Green,2020-08-01,Blue,-6.0,-2.5400000000000205,0.0,-4.0,-3.0,-1.0,-0.11600000000000005,0.0,0.0,0.0,0.166,0.166,-0.334,-135.96000000000004,-0.54,0.22999999999999998,0.2
Frankie Saenz,Jonathan Martinez,2020-08-01,Blue,13.0,-5.0800000000000125,-10.160000000000025,5.0,3.0,2.0,0.05600000000000005,0.0,0.0,0.0,-0.5,0.0,0.5,-94.72000000000003,54.83,1.0699999999999998,0.125
Johnny Munoz,Nate Maness,2020-08-01,Blue,-2.0,-2.5400000000000205,-2.539999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamall Emmers,Vince Cachero,2020-08-01,Red,0.0,10.160000000000025,15.240000000000009,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,900.0,8.27,0.0,0.0
Robert Whittaker,Darren Till,2020-07-25,Red,1.0,0.0,-2.5400000000000205,6.0,5.0,1.0,0.03600000000000003,-1.0,1.0,-2.0,0.28800000000000003,0.0,-0.21200000000000002,-75.59999999999991,4.77,-0.30000000000000004,0.0
Mauricio Rua,Rogerio Nogueira,2020-07-25,Red,-5.0,-2.5400000000000205,2.539999999999992,4.0,3.0,1.0,0.07800000000000001,1.0,-1.0,2.0,0.15000000000000002,0.0,-0.15000000000000002,16.15000000000009,12.505099999999999,1.0758,0.04040000000000002
Fabricio Werdum,Alexander Gustafsson,2020-07-25,Red,9.0,-2.5400000000000205,-5.079999999999984,-2.0,0.0,-2.0,0.09199999999999997,0.0,0.0,0.0,-0.222,0.0,0.11099999999999999,34.5,-40.59,0.44999999999999996,0.7667000000000002
Carla Esparza,Marina Rodriguez,2020-07-25,Red,0.0,-12.699999999999989,-5.079999999999984,8.0,4.0,4.0,-0.4,1.0,0.0,1.0,0.0,0.167,-0.16700000000000004,-58.39999999999998,-3.3799999999999994,3.05,0.09999999999999998
Paul Craig,Gadzhimurad Antigulov,2020-07-25,Red,-1.0,10.159999999999997,15.23999999999998,4.0,2.0,2.0,0.0,1.0,-2.0,3.0,0.0,0.0,0.0,372.37,-2.3366999999999996,-0.01670000000000016,0.8333
Alex Oliveira,Peter Sobotta,2020-07-25,Red,1.0,-2.539999999999992,2.539999999999992,8.0,6.0,2.0,0.125,1.0,-1.0,2.0,0.04999999999999999,0.04999999999999999,-0.2,-3.5499999999999545,-22.85,1.4849999999999999,0.19999999999999996
Khamzat Chimaev,Rhys McKee,2020-07-25,Red,-4.0,2.5400000000000205,2.5400000000000205,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,372.0,0.0,0.0,0.0
Francisco Trinaldo,Jai Herbert,2020-07-25,Red,9.0,-10.159999999999997,-7.619999999999976,21.0,15.0,6.0,0.714,2.0,0.0,2.0,0.267,0.133,0.6,716.14,3.09,1.08,0.5
Nicolas Dalby,Jesse Ronson,2020-07-25,Blue,6.0,2.539999999999992,5.0800000000000125,1.0,2.0,-1.0,0.5,1.0,-3.0,4.0,0.0,0.0,1.0,0.0,-42.47,1.3,0.0
Tom Aspinall,Jake Collier,2020-07-25,Red,-2.0,5.0800000000000125,-2.539999999999992,-6.0,-3.0,-3.0,-0.5,-1.0,0.0,-1.0,-0.333,0.0,-0.667,-629.17,-33.4,-0.6,-0.4
Movsar Evloev,Mike Grundy,2020-07-25,Red,-7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.5,318.0,4.03,4.5,0.0
Tanner Boser,Raphael Pessoa,2020-07-25,Red,-3.0,-2.539999999999992,-7.6200000000000045,3.0,2.0,1.0,0.667,1.0,0.0,1.0,0.5,0.0,0.5,653.67,4.17,0.0,0.0
Bethe Correia,Pannie Kianzad,2020-07-25,Blue,8.0,-5.0800000000000125,-5.079999999999984,6.0,4.0,2.0,0.22300000000000003,0.0,0.0,0.0,0.2,0.0,-0.19999999999999996,-30.0,4.47,-0.030000000000000027,-0.4
Ramazan Emeev,Niklas Stolze,2020-07-25,Red,5.0,-5.079999999999984,10.159999999999997,4.0,3.0,1.0,0.75,0.0,1.0,-1.0,0.0,0.0,1.0,900.0,0.0,1.5,0.2
Nathaniel Wood,John Castaneda,2020-07-25,Red,-2.0,-2.5400000000000205,-2.5400000000000205,4.0,3.0,1.0,0.75,0.0,1.0,-1.0,0.0,1.0,0.0,593.0,4.24,2.05,2.0
Deiveson Figueiredo,Joseph Benavidez,2020-07-18,Red,-3.0,2.539999999999992,7.6200000000000045,-12.0,-9.0,-3.0,0.06799999999999995,3.0,-1.0,4.0,0.16699999999999998,0.1,-0.26699999999999996,-72.57000000000005,-1.02,0.25,1.7999999999999998
Jack Hermansson,Kelvin Gastelum,2020-07-18,Red,3.0,10.159999999999997,15.240000000000009,-5.0,-3.0,-2.0,0.03299999999999992,0.0,-1.0,1.0,-0.014000000000000012,0.08599999999999997,-0.11400000000000005,-284.55999999999995,5.13,1.43,0.6
Marc Diakiese,Rafael Fiziev,2020-07-18,Blue,0.0,5.0800000000000125,5.079999999999984,5.0,4.0,1.0,0.21399999999999997,1.0,0.0,1.0,0.4,0.0,-0.4,200.14,-1.2200000000000002,1.5899999999999999,0.0
Ariane Lipski,Luana Carolina,2020-07-18,Red,0.0,0.0,-5.079999999999984,2.0,0.0,2.0,-0.667,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.33,0.3
Alexandre Pantoja,Askar Askarov,2020-07-18,Blue,2.0,-2.539999999999992,1.2699999999999818,7.0,5.0,2.0,-0.25,0.0,0.0,0.0,0.333,0.167,-0.667,-216.28999999999996,0.0,-3.04,1.35
Roman Dolidze,Khadis Ibragimov,2020-07-18,Red,8.0,-2.539999999999992,-5.0800000000000125,-2.0,0.0,-2.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,-900.0,0.0,-1.67,0.0
Grant Dawson,Nad Narimani,2020-07-18,Red,-5.0,5.0800000000000125,5.079999999999984,0.0,1.0,-1.0,0.33299999999999996,3.0,-1.0,4.0,0.0,0.667,-0.667,-212.33000000000004,-60.74,1.7300000000000004,2.1
Joe Duffy,Joel Alvarez,2020-07-18,Blue,6.0,-12.699999999999989,-10.160000000000025,5.0,3.0,2.0,0.07099999999999995,-1.0,2.0,-3.0,-0.75,0.5,0.25,-154.42999999999995,-14.833300000000001,0.3333,0.5
Brett Johns,Montel Jackson,2020-07-18,Red,0.0,-7.6200000000000045,-10.159999999999997,2.0,1.0,1.0,-0.08299999999999996,-2.0,0.0,-2.0,0.0,0.16699999999999998,-0.16700000000000004,33.83000000000004,0.0,0.9900000000000002,0.2
Malcolm Gordon,Amir Albazi,2020-07-18,Blue,4.0,5.0800000000000125,7.6200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davi Ramos,Arman Tsarukyan,2020-07-18,Blue,10.0,-2.5400000000000205,-5.079999999999984,4.0,3.0,1.0,0.16700000000000004,-1.0,1.0,-2.0,0.0,0.75,-0.75,-279.66999999999996,0.7400000000000002,0.9199999999999999,0.7
Carlos Felipe,Serghei Spivac,2020-07-18,Blue,-10.0,-7.6200000000000045,-7.6200000000000045,-3.0,-1.0,-2.0,-0.333,0.0,-1.0,1.0,0.0,-1.0,0.0,-481.33,-2.65,-9.93,-1.6
Calvin Kattar,Dan Ige,2020-07-15,Red,4.0,10.159999999999997,2.539999999999992,0.0,-1.0,1.0,-0.14300000000000002,-5.0,0.0,-5.0,0.633,-0.167,-0.467,-47.0,1.0,-1.68,-0.7
Tim Elliott,Ryan Benoit,2020-07-15,Red,3.0,5.0800000000000125,-6.350000000000023,6.0,1.0,5.0,-0.121,0.0,2.0,-2.0,-0.667,0.25,0.417,38.629999999999995,3.49,3.8999999999999995,0.96
Jimmie Rivera,Cody Stamann,2020-07-15,Red,-1.0,-5.079999999999984,10.159999999999997,3.0,1.0,2.0,-0.16599999999999993,-2.0,2.0,-4.0,0.167,0.0,-0.16700000000000004,-123.44000000000005,41.5,-2.955,0.0
Molly McCann,Taila Santos,2020-07-15,Blue,4.0,-2.539999999999992,-15.240000000000009,3.0,3.0,0.0,0.75,3.0,-1.0,4.0,0.0,0.0,1.0,-118.75,6.49,2.59,0.9
Abdul Razak Alhassan,Mounir Lazzez,2020-07-15,Blue,1.0,-7.619999999999976,0.0,5.0,4.0,1.0,0.8,3.0,0.0,3.0,1.0,0.0,0.0,296.8,23.75,0.25,0.0
John Phillips,Khamzat Chimaev,2020-07-15,Blue,8.0,-7.6200000000000045,2.539999999999992,4.0,1.0,3.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,500.0,2.64,0.0,0.0
Ricardo Ramos,Lerone Murphy,2020-07-15,Blue,-4.0,0.0,-2.539999999999992,6.0,5.0,1.0,0.833,2.0,0.0,2.0,0.2,0.2,0.6,633.83,0.0,2.13,0.7
Modestas Bukauskas,Andreas Michailidis,2020-07-15,Red,-5.0,7.6200000000000045,7.6200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Gordon,Chris Fishgold,2020-07-15,Red,5.0,2.539999999999992,0.0,3.0,2.0,1.0,0.16699999999999998,0.0,0.0,0.0,0.333,-1.0,0.667,159.17000000000002,-17.0,-0.020000000000000018,-1.0
Diana Belbita,Liana Jojua,2020-07-15,Blue,-1.0,7.6200000000000045,15.240000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,5.0,-1.4100000000000001,0.0
Jack Shore,Aaron Phillips,2020-07-15,Red,-1.0,-2.539999999999992,2.539999999999992,-1.0,1.0,-2.0,1.0,1.0,-2.0,3.0,0.0,1.0,0.0,-129.0,-14.42,4.67,0.19999999999999996
Kamaru Usman,Jorge Masvidal,2020-07-11,Red,-3.0,2.539999999999992,-5.0800000000000125,-7.0,-1.0,-6.0,0.33299999999999996,8.0,0.0,8.0,-0.318,0.007999999999999993,0.31,257.73,0.0,2.26,-0.21000000000000002
Alexander Volkanovski,Max Holloway,2020-07-11,Red,3.0,-12.700000000000017,6.350000000000023,-14.0,-9.0,-5.0,0.22699999999999998,8.0,-1.0,9.0,-0.15400000000000003,-0.118,0.272,-12.970000000000027,0.0,2.5199999999999996,0.10000000000000003
Petr Yan,Jose Aldo,2020-07-11,Red,-7.0,0.0,-7.6200000000000045,-10.0,-5.0,-5.0,0.33299999999999996,5.0,-2.0,7.0,0.0,0.0,0.0,-263.66999999999996,70.25,0.58,0.09
Jessica Andrade,Rose Namajunas,2020-07-11,Blue,1.0,-10.159999999999997,-7.6200000000000045,7.0,5.0,2.0,0.020999999999999908,0.0,0.0,0.0,0.10600000000000001,-0.318,0.21200000000000002,-84.75,-41.075,1.21,-0.25
Amanda Ribas,Paige VanZant,2020-07-11,Red,2.0,-2.539999999999992,2.539999999999992,-5.0,-2.0,-3.0,0.375,2.0,0.0,2.0,-0.4,-0.067,0.467,54.83000000000004,-37.8529,1.5671,0.8285999999999999
Volkan Oezdemir,Jiri Prochazka,2020-07-11,Blue,3.0,0.0,-2.539999999999992,8.0,5.0,3.0,0.625,2.0,0.0,2.0,0.6,0.0,0.4,578.38,0.0,0.48,0.0
Elizeu Zaleski dos Santos,Muslim Salikhov,2020-07-11,Blue,-3.0,0.0,7.619999999999976,4.0,4.0,0.0,0.125,4.0,0.0,4.0,-0.23800000000000004,0.143,0.09599999999999997,87.25,48.5086,-0.9342999999999999,0.4286
Makwan Amirkhani,Danny Henry,2020-07-11,Red,1.0,-5.079999999999984,-2.539999999999992,4.0,3.0,1.0,0.04699999999999993,0.0,0.0,0.0,0.2,-0.09999999999999998,-0.09999999999999998,267.90000000000003,-47.5,2.89,0.0
Leonardo Santos,Roman Bogatov,2020-07-11,Red,10.0,10.159999999999997,17.78,6.0,6.0,0.0,1.0,6.0,0.0,6.0,0.333,0.167,0.333,518.4,25.1667,0.8333,0.3333
Marcin Tybura,Maxim Grishin,2020-07-11,Red,-2.0,0.0,0.0,10.0,5.0,5.0,0.5,1.0,0.0,1.0,0.4,0.0,0.6,744.56,3.61,1.48,0.1
Raulian Paiva,Zhalgas Zhamagulov,2020-07-11,Red,-7.0,10.159999999999997,12.699999999999989,3.0,1.0,2.0,0.333,1.0,0.0,1.0,1.0,0.0,0.0,552.67,4.59,0.46,0.5
Karol Rosa,Vanessa Melo,2020-07-11,Red,-7.0,0.0,5.0800000000000125,-1.0,1.0,-2.0,1.0,1.0,-2.0,3.0,0.0,0.0,1.0,0.0,11.4,0.0,0.0
Martin Day,Davey Grant,2020-07-11,Blue,-4.0,5.0800000000000125,10.159999999999997,-4.0,-2.0,-2.0,-0.4,-1.0,1.0,-2.0,0.0,0.0,-0.5,358.75,0.0,-2.64,0.0
Dustin Poirier,Dan Hooker,2020-06-27,Red,0.0,-7.6200000000000045,-7.6200000000000045,8.0,7.0,1.0,0.05900000000000005,-3.0,1.0,-4.0,-0.129,-0.02400000000000002,0.15299999999999997,0.32000000000005,0.7799999999999994,1.15,0.7999999999999999
Mike Perry,Mickey Gall,2020-06-27,Red,1.0,-10.159999999999997,-7.6200000000000045,5.0,1.0,4.0,-0.21399999999999997,-1.0,2.0,-3.0,0.667,-0.8,0.133,154.74000000000007,-2.22,-0.88,-2.7
Brendan Allen,Kyle Daukaus,2020-06-27,Red,-3.0,-2.539999999999992,-2.539999999999992,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.5,0.5,0.0,402.5,2.0,3.74,6.2
Gian Villante,Maurice Greene,2020-06-27,Blue,0.0,-10.159999999999997,-10.159999999999997,10.0,4.0,6.0,-0.13299999999999995,0.0,-1.0,1.0,0.23799999999999993,-0.333,0.09599999999999997,268.00000000000006,52.2857,0.3571,-0.7
Luis Pena,Khama Worthy,2020-06-27,Blue,-6.0,10.159999999999997,2.539999999999992,5.0,3.0,2.0,-0.33299999999999996,0.0,0.0,0.0,-0.75,0.25,0.5,492.66999999999996,-1.2400000000000002,1.25,1.0
Mara Romero Borella,Miranda Maverick,2020-06-27,Red,11.0,7.619999999999976,10.159999999999997,6.0,2.0,4.0,0.333,0.0,3.0,-3.0,0.0,0.5,0.5,632.67,2.54,1.66,0.2
Philipe Lins,Tanner Boser,2020-06-27,Blue,6.0,0.0,6.349999999999994,-1.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
Sean Woodson,Julian Erosa,2020-06-27,Blue,-2.0,2.5400000000000205,10.159999999999997,-4.0,0.0,-4.0,0.8,1.0,-4.0,5.0,0.0,0.0,0.0,322.20000000000005,-27.23,-0.75,-0.75
Takashi Sato,Jason Witt,2020-06-27,Red,-4.0,0.0,7.619999999999976,2.0,1.0,1.0,0.5,0.0,1.0,-1.0,1.0,0.0,0.0,546.5,3.13,0.82,0.0
Kay Hansen,Jinh Yu Frey,2020-06-27,Red,-15.0,2.5400000000000205,2.5400000000000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Griffin,Youssef Zalal,2020-06-27,Blue,7.0,0.0,2.539999999999992,3.0,1.0,2.0,0.333,1.0,0.0,1.0,0.0,1.0,0.0,772.67,3.15,0.44,1.8
Curtis Blaydes,Alexander Volkov,2020-06-20,Red,-1.0,-7.6200000000000045,0.0,5.0,4.0,1.0,0.0,3.0,-1.0,4.0,0.125,0.0,0.125,-324.25,-87.5,5.8,0.0
Josh Emmett,Shane Burgos,2020-06-20,Red,6.0,-12.700000000000017,-12.699999999999989,1.0,0.0,1.0,-0.10699999999999998,-1.0,0.0,-1.0,0.16699999999999998,-0.167,0.16699999999999998,-18.950000000000045,3.63,1.1400000000000001,0.0
Raquel Pennington,Marion Reneau,2020-06-20,Red,-10.0,2.5400000000000205,-2.539999999999992,3.0,2.0,1.0,0.026999999999999913,0.0,-1.0,1.0,-0.4,-0.11400000000000005,0.514,105.97000000000003,-43.0,0.9178,-0.09999999999999998
Belal Muhammad,Lyman Good,2020-06-20,Red,-3.0,-2.539999999999992,-5.0800000000000125,5.0,4.0,1.0,0.09999999999999998,1.0,0.0,1.0,-0.857,0.143,0.714,317.29999999999995,4.37,1.77,0.2
Jim Miller,Roosevelt Roberts,2020-06-20,Red,10.0,-15.240000000000009,-5.079999999999984,22.0,11.0,11.0,-0.244,-2.0,1.0,-3.0,0.133,-0.032999999999999974,-0.09999999999999998,-130.05000000000007,-0.0900000000000003,-0.07000000000000006,1.5
Clay Guida,Bobby Green,2020-06-20,Blue,4.0,-7.6200000000000045,-2.539999999999992,8.0,5.0,3.0,0.05600000000000005,0.0,-1.0,1.0,-0.1,0.09999999999999998,0.0,-96.40999999999997,2.45,2.27,0.39999999999999997
Tecia Torres,Brianna Van Buren,2020-06-20,Red,4.0,2.539999999999992,-5.079999999999984,10.0,5.0,5.0,-0.45499999999999996,-1.0,4.0,-5.0,0.0,0.167,-0.16700000000000004,-49.73000000000002,-0.7599999999999998,-2.33,0.1
Marc-Andre Barriault,Oskar Piechota,2020-06-20,Red,0.0,2.539999999999992,-5.079999999999984,-2.0,-2.0,0.0,-0.4,0.0,0.0,0.0,-0.5,0.0,-0.5,425.6,0.0,-0.32999999999999996,-2.07
Cortney Casey,Gillian Robertson,2020-06-20,Blue,9.0,5.0800000000000125,10.159999999999997,5.0,1.0,4.0,-0.21200000000000002,1.0,-1.0,2.0,-0.04999999999999999,-0.35,0.4,345.27000000000004,2.5399999999999996,-3.1,-0.6000000000000001
Frank Camacho,Justin Jaynes,2020-06-20,Blue,0.0,7.6200000000000045,15.23999999999998,5.0,2.0,3.0,0.4,0.0,1.0,-1.0,0.5,0.0,0.5,580.2,0.0,1.18,0.0
Roxanne Modafferi,Lauren Murphy,2020-06-20,Blue,1.0,5.0800000000000125,5.079999999999984,-1.0,-1.0,0.0,-0.07100000000000001,-1.0,0.0,-1.0,-0.16699999999999998,0.0,0.16700000000000004,55.16999999999996,-3.53,0.62,0.1
Austin Hubbard,Max Rohskopf,2020-06-20,Red,3.0,-7.619999999999976,-7.6200000000000045,3.0,1.0,2.0,0.333,0.0,1.0,-1.0,0.0,0.0,1.0,900.0,3.17,1.5,0.0
Jessica Eye,Cynthia Calvillo,2020-06-13,Blue,2.0,5.079999999999984,5.079999999999984,5.0,0.0,5.0,-0.37799999999999995,-1.0,0.0,-1.0,0.2,-0.6,0.4,132.7800000000001,-35.4,-0.8899999999999999,-1.09
Karl Roberson,Marvin Vettori,2020-06-13,Blue,3.0,2.539999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,-237.0,-4.05,-0.3599999999999999,0.20000000000000007
Charles Rosa,Kevin Aguilar,2020-06-13,Red,2.0,5.079999999999984,-10.159999999999997,3.0,1.0,2.0,-0.07100000000000001,0.0,-1.0,1.0,0.0,0.667,-0.667,41.610000000000014,0.010000000000000231,2.57,1.2
Andre Fili,Charles Jourdain,2020-06-13,Red,5.0,5.0800000000000125,12.700000000000017,12.0,7.0,5.0,0.07099999999999995,-1.0,1.0,-2.0,-0.625,0.0,0.625,-65.92999999999995,0.0,2.44,0.2
Jordan Espinosa,Mark De La Rosa,2020-06-13,Red,5.0,0.0,10.159999999999997,-3.0,-1.0,-2.0,0.0,0.0,-1.0,1.0,0.0,-0.5,0.5,-305.16,-3.05,0.15000000000000002,0.2
Mariya Agapova,Hannah Cifers,2020-06-13,Red,-4.0,12.699999999999989,15.240000000000009,-5.0,-2.0,-3.0,-0.4,0.0,-2.0,2.0,0.0,0.0,-1.0,-588.6,-4.82,-0.32,-0.3
Merab Dvalishvili,Gustavo Lopez,2020-06-13,Red,-1.0,2.539999999999992,2.539999999999992,5.0,3.0,2.0,0.6,3.0,0.0,3.0,0.0,0.0,1.0,900.0,3.75,6.75,0.0
Julia Avila,Gina Mazany,2020-06-13,Red,1.0,2.5400000000000205,0.0,-3.0,0.0,-3.0,0.75,1.0,-2.0,3.0,0.0,0.0,1.0,539.0,-22.0633,-2.3333,0.0
Tyson Nam,Zarrukh Adashev,2020-06-13,Red,9.0,5.0800000000000125,7.6200000000000045,2.0,0.0,2.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,900.0,2.67,0.0,0.0
Anthony Ivy,Christian Aguilera,2020-06-13,Blue,2.0,12.700000000000017,5.0800000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amanda Nunes,Felicia Spencer,2020-06-06,Red,2.0,5.0800000000000125,2.539999999999992,10.0,10.0,0.0,0.256,9.0,0.0,9.0,0.0,-0.33299999999999996,0.25,379.83000000000004,-3.26,0.91,-0.22000000000000008
Raphael Assuncao,Cody Garbrandt,2020-06-06,Blue,10.0,-7.6200000000000045,2.539999999999992,6.0,5.0,1.0,0.06599999999999995,0.0,-1.0,1.0,-0.48500000000000004,0.091,0.39399999999999996,189.44999999999993,-29.18,0.915,0.3
